  # Source : cellZone bedOfSpheres
# Cells  : 12131
# Time	sum(V)	volAverage(T)
2.993005e+02	5.221114e-01	4.918481e+02
2.998187e+02	5.221114e-01	4.916771e+02
3.003368e+02	5.221114e-01	4.915061e+02
3.008549e+02	5.221114e-01	4.913353e+02
3.013731e+02	5.221114e-01	4.911647e+02
3.018912e+02	5.221114e-01	4.909942e+02
3.024093e+02	5.221114e-01	4.908239e+02
3.029275e+02	5.221114e-01	4.906537e+02
3.034456e+02	5.221114e-01	4.904837e+02
3.039637e+02	5.221114e-01	4.903138e+02
3.044819e+02	5.221114e-01	4.901441e+02
3.050000e+02	5.221114e-01	4.899745e+02
3.055181e+02	5.221114e-01	4.898051e+02
3.060363e+02	5.221114e-01	4.896359e+02
3.065544e+02	5.221114e-01	4.894667e+02
3.070725e+02	5.221114e-01	4.892978e+02
3.075907e+02	5.221114e-01	4.891290e+02
3.081088e+02	5.221114e-01	4.889603e+02
3.086269e+02	5.221114e-01	4.887918e+02
3.091451e+02	5.221114e-01	4.886234e+02
3.096632e+02	5.221114e-01	4.884552e+02
3.101813e+02	5.221114e-01	4.882871e+02
3.106995e+02	5.221114e-01	4.881192e+02
3.112176e+02	5.221114e-01	4.879515e+02
3.117358e+02	5.221114e-01	4.877838e+02
3.122539e+02	5.221114e-01	4.876164e+02
3.127720e+02	5.221114e-01	4.874491e+02
3.132902e+02	5.221114e-01	4.872819e+02
3.138083e+02	5.221114e-01	4.871149e+02
3.143264e+02	5.221114e-01	4.869480e+02
3.148446e+02	5.221114e-01	4.867813e+02
3.153627e+02	5.221114e-01	4.866147e+02
3.158808e+02	5.221114e-01	4.864483e+02
3.163990e+02	5.221114e-01	4.862820e+02
3.169171e+02	5.221114e-01	4.861159e+02
3.174352e+02	5.221114e-01	4.859499e+02
3.179534e+02	5.221114e-01	4.857841e+02
3.184715e+02	5.221114e-01	4.856184e+02
3.189896e+02	5.221114e-01	4.854528e+02
3.195078e+02	5.221114e-01	4.852874e+02
3.200259e+02	5.221114e-01	4.851222e+02
3.205440e+02	5.221114e-01	4.849571e+02
3.210622e+02	5.221114e-01	4.847922e+02
3.215803e+02	5.221114e-01	4.846274e+02
3.220984e+02	5.221114e-01	4.844627e+02
3.226166e+02	5.221114e-01	4.842982e+02
3.231347e+02	5.221114e-01	4.841338e+02
3.236528e+02	5.221114e-01	4.839696e+02
3.241710e+02	5.221114e-01	4.838056e+02
3.246891e+02	5.221114e-01	4.836416e+02
3.252073e+02	5.221114e-01	4.834779e+02
3.257254e+02	5.221114e-01	4.833142e+02
3.262435e+02	5.221114e-01	4.831507e+02
3.267617e+02	5.221114e-01	4.829874e+02
3.272798e+02	5.221114e-01	4.828242e+02
3.277979e+02	5.221114e-01	4.826612e+02
3.283161e+02	5.221114e-01	4.824983e+02
3.288342e+02	5.221114e-01	4.823355e+02
3.293523e+02	5.221114e-01	4.821729e+02
3.298705e+02	5.221114e-01	4.820104e+02
3.303886e+02	5.221114e-01	4.818481e+02
3.309067e+02	5.221114e-01	4.816859e+02
3.314249e+02	5.221114e-01	4.815239e+02
3.319430e+02	5.221114e-01	4.813620e+02
3.324611e+02	5.221114e-01	4.812002e+02
3.329793e+02	5.221114e-01	4.810386e+02
3.334974e+02	5.221114e-01	4.808772e+02
3.340155e+02	5.221114e-01	4.807159e+02
3.345337e+02	5.221114e-01	4.805547e+02
3.350518e+02	5.221114e-01	4.803937e+02
3.355699e+02	5.221114e-01	4.802328e+02
